index_x,conversation_num,gini_coefficient_num_words,gini_coefficient_num_chars,average_num_words,stdev_num_words,min_num_words,max_num_words,average_num_chars,stdev_num_chars,min_num_chars,max_num_chars,average_num_messages,stdev_num_messages,min_num_messages,max_num_messages,average_positive_sentiment,stdev_positive_sentiment,min_positive_sentiment,max_positive_sentiment,average_negative_sentiment,stdev_negative_sentiment,min_negative_sentiment,max_negative_sentiment,average_neutral_sentiment,stdev_neutral_sentiment,min_neutral_sentiment,max_neutral_sentiment,index_y,batch_num,round_num,speaker_hash,timestamp,majority_pct,num_votes
5326,125,0.08841732979664015,0.09836199836199837,125.66666666666667,20.52369903848286,88,149,678.3333333333334,120.2368033876853,483,818,8.833333333333334,2.6718699236468995,4,13,0.81630915,0.55549866,0.14362456,1.6826725,4.271249,1.2310091,2.4622607,6.643605,3.7457752,1.15396,1.3941147,4.894087,5326,62,1,5ea6382c7c882f6974ff31e4,2020-04-28T03:02:20.580Z,0.75,4
5379,126,0.15427909286541963,0.1507421150278293,123.28571428571429,34.84543128779802,86,179,616.0,168.707693109371,434,893,7.857142857142857,2.4743582965269675,4,11,0.59860647,0.47450665,0.11155382,1.6342635,2.9940784,1.0219355,2.007504,5.068771,4.264458,1.6642916,1.6360681,6.198869,5379,63,0,5d482ea521c9be351f76242c,2020-04-28T02:39:59.361Z,0.7142857142857143,7
5434,127,0.11958699337340116,0.10709580274797666,132.42857142857142,29.625554330472113,104,190,650.5714285714286,131.39021179335253,512,914,9.428571428571429,3.155817433482074,5,13,0.67588043,0.5107317,0.085643955,1.3421438,4.267306,0.63206834,3.3295395,5.5720806,4.4853854,2.586483,1.4794314,7.7555733,5434,63,1,5ea78bbe21028d2296a48d8c,2020-04-28T02:54:48.308Z,1.0,7
5500,128,0.2303689687795648,0.25413835996555356,86.28571428571429,43.420581971865715,49,188,426.57142857142856,243.8980215130069,224,1005,5.857142857142857,3.562846832382836,1,13,0.496383,0.39503986,0.00708028,1.1363621,2.3258438,1.1913489,0.8681616,4.248909,3.034916,2.6449485,0.12475814,8.301548,5500,64,1,5d482ea521c9be351f762725,2020-04-28T02:50:14.448Z,0.75,4
5541,129,0.22607752778530765,0.23888977170400974,75.28571428571429,32.11459074588232,33,142,385.2857142857143,176.31847345537182,169,763,6.0,3.295017884191656,1,12,0.8641974,0.58066154,0.0063039027,1.9136759,1.6678421,0.6531547,0.87330633,2.6873536,3.4679604,2.364866,0.12038967,7.3989706,5541,64,3,5d482ea721c9be351f76300a,2020-04-28T03:20:06.386Z,0.6,5
5583,130,0.23601895734597156,0.23473161930536762,84.4,36.598360619022266,36,126,443.4,189.94272821037399,178,660,3.8,1.6,2,6,0.7811905,0.651919,0.04642091,1.6938751,1.4591774,0.6234622,0.83604264,2.5055296,1.5596321,1.0550969,0.72650945,3.6119387,5583,65,1,5d482ea621c9be351f762852,2020-04-28T02:45:57.779Z,0.6,5
5602,131,0.23071672354948805,0.23120759837177748,58.6,24.727312834192073,31,90,294.8,126.59605049131666,151,437,3.6,2.0591260281974,2,7,0.40997344,0.4683198,0.01616861,1.2862552,1.4680226,0.47408515,0.92232496,2.152553,1.7220039,1.4781573,0.1566025,4.3463054,5602,65,3,5ea731503ecdad5547201baf,2020-04-28T03:15:33.110Z,1.0,4
5620,132,0.2250351617440225,0.23788487282463186,79.0,32.212833881337836,25,129,415.0,179.4259364380375,137,723,5.5,2.362907813126304,1,8,0.7904234,0.494339,0.008271979,1.5408878,2.023577,0.65650874,0.76405525,2.9536288,2.6859996,1.3972381,0.22767265,4.5222836,5620,66,2,5d482ea821c9be351f763229,2020-04-28T02:55:10.057Z,1.0,6
5653,133,0.23015873015873015,0.22393364928909953,80.5,33.44024521441193,39,126,422.0,170.66243484336752,208,628,5.333333333333333,2.4267032964268394,2,8,0.25389364,0.2026702,0.014901947,0.6249157,2.8821633,1.1471488,1.1749876,4.460739,2.1972764,1.297759,0.2570201,4.171551,5653,66,3,5d482ea821c9be351f7630b3,2020-04-28T03:09:53.847Z,0.6,5
5685,134,0.2647306397306397,0.2642857142857143,111.375,59.160665775496476,60,251,560.0,300.1632888945615,293,1278,9.625,4.442338910979215,6,19,1.3010064,1.0411906,0.3248497,3.066751,3.7137856,1.6335937,1.8229017,6.9914327,4.610208,2.6592615,2.4329672,11.381141,5685,67,0,5ea73b643ecdad5547203840,2020-04-28T02:16:56.205Z,0.5,6
5762,135,0.1489607390300231,0.13906285584149397,108.25,28.682529525828087,70,162,548.875,135.45334759613732,372,791,10.625,4.608077147791691,7,21,1.8431592,1.4195226,0.40885592,5.116961,2.8313174,0.65211254,1.855008,3.6828306,5.9505234,3.197867,3.4488454,12.610122,5762,67,1,5ea788e421028d2296a48cb8,2020-04-28T02:31:49.658Z,0.8333333333333334,6
5847,136,0.2549261083743842,0.2413509060955519,66.28571428571429,31.340135316119056,31,123,346.85714285714283,152.83738190024863,172,635,4.428571428571429,1.5907898179514348,2,7,1.0962286,0.57967144,0.20920864,2.2588468,1.1658691,0.9980821,0.10686448,3.4044476,2.1664736,0.7700348,0.9418585,3.3480825,5847,68,0,5d482ea921c9be351f763891,2020-04-28T02:07:45.531Z,1.0,4
5878,137,0.17648641377454938,0.1838074398249453,75.85714285714286,25.452637087222957,33,102,391.7142857142857,135.91774223059042,157,529,5.857142857142857,1.8070158058105026,3,9,0.94203395,0.60790956,0.29751417,1.9934158,1.9224666,0.9124096,1.1395646,3.656312,2.9926422,1.0179206,1.0339437,4.594706,5878,68,1,5d482ea921c9be351f763891,2020-04-28T02:22:51.040Z,0.75,4
5919,138,0.1727661155489504,0.17782463538921106,109.85714285714286,34.33211146362863,70,172,580.7142857142857,189.17392925613214,371,945,7.428571428571429,3.288818409491811,2,13,0.5930542,0.40463176,0.014011124,1.3465554,3.38377,1.656556,1.6632053,6.930539,3.4517474,1.6094643,0.3227836,5.15074,5919,69,0,5ea6fc76002f966295b2010a,2020-04-28T01:47:25.223Z,1.0,7
5971,139,0.18875739644970413,0.1895251289155699,140.83333333333334,51.75395851741413,87,242,721.8333333333334,260.46715510576166,454,1223,9.333333333333334,4.0276819911981905,5,17,1.1257814,0.8978894,0.2582096,2.7470238,3.7103446,1.2246327,2.4223936,5.9596615,4.4972076,2.2785904,1.6024514,8.293315,5971,69,1,5d482eab21c9be351f764173,2020-04-28T02:02:05.265Z,1.0,6
6027,140,0.21997157071783938,0.2121842908687205,78.16666666666667,31.730199425083285,45,120,400.3333333333333,155.3487116851061,240,622,5.166666666666667,1.7716909687891083,2,7,0.43807682,0.27171442,0.21592376,0.89576685,2.2000535,1.0529137,0.3108346,3.082302,2.5285366,0.96883273,1.1913671,4.0306015,6027,70,0,5d482ea821c9be351f763134,2020-04-28T20:15:02.351Z,1.0,4
6058,141,0.23592233009708738,0.2521243977222952,82.4,35.69089519751501,32,141,456.6,213.42783323643616,145,806,5.2,1.7204650534085253,2,7,0.89194643,0.76158494,0.12193514,2.287341,1.9777737,0.7390744,0.5797461,2.7341855,2.33028,1.0242058,1.2983187,4.1052084,6058,70,2,5d482ea821c9be351f7632bd,2020-04-28T20:44:15.903Z,0.75,4
6084,142,0.24493106244931062,0.236452295519367,76.11111111111111,33.15433420449293,32,138,402.55555555555554,169.94516181607335,188,722,6.222222222222222,3.4246744460938756,2,14,0.45966238,0.57957447,0.07210767,1.7917472,2.7001622,1.4056163,0.9291938,5.6547155,3.062398,1.7130649,0.9986986,6.553537,6084,71,0,5ea8823a7d50722703c539e8,2020-04-28T19:59:53.731Z,0.5,8
6140,143,0.26328502415458943,0.27744666148397684,81.77777777777777,38.377591198156765,25,140,428.77777777777777,211.8703889843861,133,751,6.111111111111111,2.8846122190549264,3,13,0.74046326,0.7263207,0.041759383,2.5781627,2.9181552,1.0961702,1.5933902,4.546484,2.4524927,1.818146,0.62574124,6.9405847,6140,71,3,5ea8823a7d50722703c539e8,2020-04-28T20:44:41.403Z,1.0,8
6195,144,0.29823232323232324,0.2718640436306973,61.875,35.27547838088096,8,138,320.875,166.79361311213327,50,674,2.25,1.1989578808281798,1,5,0.16610631,0.25519022,0.023700997,0.8226696,1.1401117,0.6799678,0.008631431,1.918169,0.9437821,0.56379795,0.51189554,2.3693025,6195,72,0,5ea7a4e621028d2296a4dba0,2020-04-28T19:34:55.455Z,0.8571428571428571,7
6213,145,0.2767527675276753,0.26391816172312754,77.42857142857143,39.93872858287212,33,143,397.0,201.2255308993227,175,721,4.714285714285714,2.312344865176949,2,8,0.43610552,0.35556412,0.077313095,1.0286402,2.1323483,0.8471487,1.1910574,3.7237406,2.145832,1.3123239,0.699008,4.253972,6213,72,3,5d482ea621c9be351f7627d8,2020-04-28T20:19:14.482Z,1.0,8
6246,146,0.2649350649350649,0.27920133111480866,46.2,22.19369279772972,21,76,240.4,121.6858249756314,106,409,2.6,0.8,2,4,0.42095876,0.28243423,0.05560424,0.8731978,1.0336335,0.54307806,0.21336627,1.7508202,1.1454078,0.42056212,0.6128875,1.8834519,6246,73,0,5d482ea421c9be351f76239d,2020-04-28T19:10:54.471Z,1.0,3
6259,147,0.2366101694915254,0.236986301369863,118.0,53.001886758869254,50,212,584.0,262.7660556464628,246,1051,7.4,1.3564659966250536,5,9,1.006748,0.41084012,0.4112066,1.5904872,2.295881,0.4676713,1.6107674,2.8379576,4.097371,0.98827577,2.978026,5.456388,6259,73,1,5d482ea821c9be351f7633ec,2020-04-28T19:24:33.538Z,0.5,2
6296,148,0.15917051982625754,0.1458315959191616,88.11111111111111,25.03528374312473,56,126,444.1111111111111,114.45760442136006,288,639,9.0,3.0912061651652345,5,15,1.705146,1.3870744,0.24622725,4.147552,2.5042634,0.8667874,1.0311927,3.6077285,4.790591,1.7882333,2.9299572,8.411599,6296,74,1,5d482ea621c9be351f7629ec,2020-04-28T18:51:41.663Z,0.8333333333333334,6
6377,149,0.3141304347826087,0.32104086845466157,57.5,36.40741682679506,11,143,293.625,191.42487919546926,50,745,6.75,1.984313483298443,4,11,1.1735334,0.9349209,0.11065733,2.9975746,2.842843,0.9505466,1.060324,4.223936,2.7336235,1.249094,1.4501071,4.941097,6377,74,3,5ea86c327d50722703c5064e,2020-04-28T19:21:39.608Z,1.0,6
6431,150,0.2073490813648294,0.20513463789931427,127.0,47.44119166575252,60,211,664.3333333333334,246.810093436679,316,1107,7.166666666666667,2.6718699236468995,3,11,0.46890616,0.3053404,0.098939985,1.0588169,2.9453785,1.0567185,0.8581519,4.0425167,3.752382,1.6742109,1.78359,6.0568595,6431,75,2,5e821b0450f6e364321d5460,2020-04-28T18:26:25.695Z,1.0,5
6474,151,0.2540650406504065,0.24995180258338154,109.33333333333333,52.480684277381734,17,195,576.3333333333334,271.20820210474625,95,1010,6.666666666666667,3.39934634239519,1,11,1.1093707,0.55403167,0.5929717,2.2217062,2.5073636,1.3041161,0.09735557,3.9203935,3.0499325,2.0294418,0.30967274,6.373909,6474,75,3,5d482ea621c9be351f762987,2020-04-28T18:41:08.920Z,0.6,5
6514,152,0.2739541160593792,0.26221962919745884,82.33333333333333,42.76551050658566,41,165,428.5,215.9087384367139,233,852,2.8333333333333335,1.2133516482134197,1,5,0.2440319,0.24276055,0.018758431,0.70229685,1.6794304,1.0323415,0.024440324,3.374184,0.9098711,0.5197793,0.27326283,1.7930639,6514,76,0,5d482ea521c9be351f762435,2020-04-28T17:40:45.736Z,1.0,3
6531,153,0.17612293144208038,0.17964388109250037,70.5,25.434556545508446,17,93,368.1666666666667,134.1521731302015,86,484,5.666666666666667,2.8087165910587863,2,9,0.75629354,0.597018,0.054170415,1.5753429,2.4291275,0.8926109,0.94371027,3.611199,2.4812458,1.6284814,0.5695441,4.640258,6531,76,3,5d482ea721c9be351f762bdf,2020-04-28T18:25:02.146Z,1.0,4
6565,154,0.20112994350282487,0.2226190476190476,106.2,45.74887976770579,72,196,537.6,252.9913832524736,347,1032,8.4,1.624807680927192,6,10,1.1726885,0.65081024,0.33579955,2.1525285,3.5075455,0.9653039,2.3413324,4.893171,3.719766,0.51744366,3.1754127,4.5205226,6565,77,1,5d482ea621c9be351f7627ca,2020-04-28T17:44:57.025Z,0.75,4
6607,155,0.47619047619047616,0.4930427493713328,88.2,81.79339826660828,19,216,477.2,457.9517005099992,83,1192,6.4,2.727636339397171,3,10,1.4267901,0.7292559,0.7047573,2.7821245,2.1328666,1.3438756,0.93951786,4.685102,2.840343,1.4673952,0.705019,5.1625867,6607,77,2,5d482ea921c9be351f7636f9,2020-04-28T18:00:02.950Z,1.0,4
6639,156,0.31062464615965274,0.3151669758812616,108.14285714285714,61.18690002520048,32,203,528.0,302.84791091050494,162,1000,6.142857142857143,2.5872528966106905,2,11,0.91427517,0.39303967,0.246303,1.4230071,2.1005113,1.538948,0.47720185,5.574655,3.1280706,1.0912952,0.8345374,4.30385,6639,78,1,5d482ea521c9be351f76251c,2020-04-28T17:40:32.903Z,1.0,6
6682,157,0.2743764172335601,0.27044165587460367,90.0,44.04867437603218,36,150,457.0,221.17736903089468,167,727,5.857142857142857,2.0303814862216996,3,10,0.42964432,0.2389999,0.19978245,0.8427917,2.6198957,1.019704,1.3842745,4.169276,2.8076026,1.2013631,1.2560961,5.2533536,6682,78,2,5d482ea621c9be351f762a0f,2020-04-28T17:55:34.975Z,1.0,6
6723,158,0.4354693140794224,0.4288824383164006,69.25,54.32943493172002,0,172,344.5,269.77536952064395,29,885,4.875,2.6190408549696205,1,10,0.32813114,0.29027763,0.023702413,0.7724695,2.368353,1.5502849,0.20248133,4.915211,2.1785161,1.5860262,0.40948495,5.2123847,6723,79,2,5d482ea721c9be351f763076,2020-04-28T17:45:40.145Z,0.875,8
6762,159,0.2745967741935484,0.2711463096015676,77.5,39.009614199579055,3,134,382.75,190.653317568827,18,682,6.5,2.5,3,12,0.9084585,0.3871087,0.40086302,1.4537306,2.5477371,1.5285604,0.42433828,4.517654,3.0438044,1.5994023,1.2172742,6.4650397,6762,79,3,5ea85e047d50722703c4d435,2020-04-28T18:00:21.784Z,0.75,8
6814,160,0.27901578458681525,0.2982840452719971,59.833333333333336,31.646045917653318,11,118,304.3333333333333,170.79780118282812,51,621,6.333333333333333,2.4267032964268394,2,9,1.1530067,0.7971668,0.3150754,2.777063,2.2330325,1.0113884,0.4951287,3.767641,2.947294,1.0100468,1.1897959,3.9824018,6814,80,1,5d482ea821c9be351f763333,2020-04-28T17:25:01.932Z,1.0,5
6852,161,0.30446194225721784,0.311356783919598,76.2,43.5724683716679,29,153,398.0,232.01034459695973,145,801,6.0,3.03315017762062,2,11,0.69036937,0.4864498,0.0722306,1.4291387,2.7632565,1.5116322,1.0088357,5.534162,2.5463743,1.4979689,0.5043638,4.1603007,6852,80,3,5d482ea821c9be351f763333,2020-04-28T17:54:58.040Z,0.8,5
6882,162,0.23198198198198197,0.23002577319587628,83.25,35.24113363670357,45,148,436.5,184.0523023490877,229,797,5.625,2.2325713874364688,2,10,0.56461173,0.5083486,0.020499654,1.7127316,2.5985067,0.762479,1.2527397,3.3870904,2.4618816,1.2717137,0.42267162,5.0491266,6882,81,0,5ea854c27d50722703c4cc0c,2020-04-28T17:05:28.204Z,0.5,6
6927,163,0.18850806451612903,0.20021213679609154,93.0,32.2490309931942,54,139,486.125,178.06279615629987,276,767,4.875,2.2603926650031405,2,9,0.52799237,0.31341666,0.07290251,1.0155268,1.7675632,1.0163184,0.31803542,3.1853576,2.5794444,1.4176146,0.8467803,5.4028134,6927,81,2,5ea854c27d50722703c4cc0c,2020-04-28T17:34:50.915Z,0.7142857142857143,7
6966,164,0.11666666666666667,0.13629151082398278,93.33333333333333,21.10818693198342,74,131,490.1666666666667,123.6290374017726,370,695,6.666666666666667,2.494438257849294,5,12,0.5635309,0.37692377,0.17533198,1.2327971,2.869009,1.1179334,1.5194774,4.9316854,3.2341268,1.2460203,2.2235785,5.835517,6966,82,0,5ea854c27d50722703c4cc0d,2020-04-28T16:39:52.955Z,1.0,6
7006,165,0.15314285714285714,0.16534254461715603,70.0,19.483326204732087,46,94,347.4,104.38314040112033,225,484,5.4,2.4166091947189146,3,10,0.9250493,1.0241423,0.069114454,2.7925284,2.078114,0.5802622,1.2134668,2.650797,2.3968365,1.2053906,1.2800887,4.714889,7006,82,3,5ea854c27d50722703c4cc0d,2020-04-28T17:24:37.090Z,1.0,5
7033,166,0.25527192008879024,0.25255102040816324,128.71428571428572,60.149134385682885,61,241,672.0,317.73528964487764,330,1278,6.142857142857143,3.522522287410844,3,14,0.49388838,0.32198772,0.05803477,1.1437111,3.1618934,2.453432,1.3771088,9.073076,2.4870753,1.2491044,0.50530577,4.031238,7033,83,1,5d482eab21c9be351f7641e1,2020-04-28T16:45:09.423Z,1.0,6
7076,167,0.3915574963609898,0.3984624310995068,76.33333333333333,54.24839987399526,12,172,383.0,276.58211559438666,49,866,5.333333333333333,2.6874192494328497,2,9,0.96512157,0.68940884,0.11336279,1.9133955,1.6660457,1.207407,0.34655464,3.9556422,2.7021663,1.2730201,0.8217029,4.570318,7076,83,3,5ea734163ecdad5547202554,2020-04-28T17:15:26.408Z,1.0,4
7108,168,0.1817023986414774,0.1792763811112435,96.14285714285714,31.416231343634053,58,154,513.8571428571429,169.05994589530204,327,843,6.285714285714286,1.8294640678379568,3,8,0.69402844,0.46084264,0.09020695,1.4893489,2.9809177,1.215076,0.94654214,4.7605433,2.6107678,0.67159086,1.8734024,3.765705,7108,84,1,5ea1d1a6de5d74641b671766,2020-04-28T23:09:37.723Z,0.5,6
7152,169,0.1795275590551181,0.19136653455109426,90.71428571428571,29.778776170354647,35,124,473.7142857142857,163.0466316169477,178,678,5.142857142857143,1.8844151368961315,2,9,1.1752875,0.8285565,0.06465768,2.5876186,1.8696121,0.73869455,1.034087,2.9378269,2.0979574,0.8749465,0.90125525,3.5602195,7152,84,2,5ea7893e21028d2296a48cbe,2020-04-28T23:24:56.858Z,1.0,7
7188,170,0.13495732574679944,0.15169235002751788,87.875,23.634918552853108,59,143,454.25,134.57223896480284,282,762,8.375,3.1598061649411346,5,16,1.5981458,0.7029244,0.69892013,2.6326962,3.215576,1.2535723,1.0918101,5.839481,3.5612783,1.7888138,1.9323547,7.7292886,7188,85,2,5d482ea821c9be351f763240,2020-04-28T23:30:54.791Z,0.6666666666666666,6
7255,171,0.4009009009009009,0.40401865805525655,61.666666666666664,49.728149863924045,15,166,309.6666666666667,247.22234706613577,69,822,4.666666666666667,3.0368111930480994,1,11,0.7551487,1.0339986,0.007245418,3.028201,1.4684058,0.5137418,0.8499755,2.3269022,2.4431121,1.7826829,0.14277904,6.002296,7255,85,3,5d482ea721c9be351f762c0a,2020-04-28T23:46:25.887Z,1.0,6
7283,172,0.16415568110483364,0.17720588235294119,88.5,25.96632434519757,47,122,453.3333333333333,144.06094389374087,227,616,4.166666666666667,1.7716909687891083,2,7,0.19460951,0.1505152,0.020218913,0.40788868,2.3803766,1.1096315,1.0771344,4.6044507,1.5916805,0.791093,0.30912644,2.6266956,7283,86,1,5d482ea421c9be351f762258,2020-04-29T00:16:02.785Z,0.6,5
7308,173,0.16719077568134172,0.17220133667502088,106.0,31.86952567370068,65,151,532.0,163.8210405696818,323,797,5.5,1.8929694486000912,2,7,0.41073558,0.3320412,0.09487702,0.94578767,2.5984213,1.1438819,0.83253413,3.890498,2.490843,1.0226848,0.9093553,4.1127424,7308,86,3,5d482ea321c9be351f762150,2020-04-29T00:45:42.941Z,0.5,6
7341,174,0.21245136186770427,0.2246210720887246,102.8,39.625244478741074,56,159,541.0,222.4958426577899,266,861,6.4,1.624807680927192,4,8,0.689027,0.4616737,0.2044426,1.2821206,2.5562997,1.1794304,0.9163012,3.8897977,3.1546736,0.6127793,2.357232,4.1592636,7341,87,2,5d482ea321c9be351f7620a0,2020-04-29T00:33:00.259Z,0.5,4
7373,175,0.2564102564102564,0.2698968147151189,85.8,40.651691231731064,22,125,445.8,221.37606013297824,109,683,6.6,2.5768197453450257,2,10,0.5885466,0.5389549,0.2314622,1.6524185,3.0096874,1.3642409,0.43754503,4.2245197,3.0017657,1.1101056,1.2789595,4.371655,7373,87,3,5d482ea321c9be351f762055,2020-04-29T00:47:52.884Z,1.0,5
7406,176,0.2902777777777778,0.28863791923340176,80.0,41.75324338699131,7,130,405.8333333333333,209.96302584555744,37,681,3.6666666666666665,1.5986105077709065,1,6,0.24489631,0.12881084,0.04084283,0.41060936,1.8057365,0.88645893,0.03551985,2.871554,1.6160339,0.72549564,0.79559857,2.7849135,7406,88,0,5d482ea321c9be351f7620b3,2020-04-29T00:08:52.323Z,1.0,4
7428,177,0.10666666666666667,0.11030679076180626,114.0,22.40535650240808,76,144,580.2,118.28169765437086,376,736,8.6,2.65329983228432,5,13,0.95547295,0.59022295,0.117491335,1.8334816,3.490355,0.7334759,2.3005939,4.470528,4.154172,1.6455175,1.5763197,6.69599,7428,88,1,5d482ea321c9be351f761f92,2020-04-29T00:23:36.012Z,1.0,4
7471,178,0.3227118644067797,0.31000654022236757,59.0,34.187717092546556,16,115,305.8,168.25861047803764,83,562,3.4,1.3564659966250536,2,5,0.089854755,0.06898131,0.024197653,0.21551709,1.7674496,0.7489782,1.1447778,3.1342607,1.5426958,0.81985164,0.60024446,2.8942518,7471,89,0,5ea8b7c87d50722703c5605d,2020-04-29T00:50:22.019Z,0.6,5
7488,179,0.21911764705882353,0.22466898954703832,54.4,22.08710030764564,17,85,287.0,121.33424908079334,81,457,4.0,1.4142135623730951,2,6,0.5163126,0.32318535,0.13384266,0.9107618,1.3697321,0.34349594,0.95234376,1.9024731,2.1139553,0.85160595,0.7685102,3.1867652,7488,89,1,5ea8b7c87d50722703c5605d,2020-04-29T01:05:17.641Z,0.75,4
7508,180,0.18552875695732837,0.1837129054520359,55.0,18.400310556385417,23,79,295.7142857142857,96.70236263285149,129,431,3.0,1.1952286093343936,2,5,0.2595761,0.25818396,0.04458929,0.79850173,1.4847414,0.6529227,0.75600576,2.5080967,1.2556823,0.69929713,0.4454925,2.7953873,7508,90,0,5d482ea221c9be351f761ec9,2020-04-29T01:07:08.896Z,1.0,5
7529,181,0.2795366795366795,0.28167795877180335,79.28571428571429,39.25999157890269,21,136,424.7142857142857,212.1904227579654,115,721,4.857142857142857,2.2314999074019015,2,9,0.72668356,0.56546485,0.06460315,1.7046262,1.9354146,0.9498135,0.60076284,3.228715,2.195045,1.1100708,0.9315679,4.2396975,7529,90,2,5d482ea321c9be351f7620bc,2020-04-29T01:36:45.573Z,0.8,5
7563,182,0.21911764705882353,0.20977653631284918,54.4,24.630062931304092,35,102,286.4,124.24266577951393,186,527,1.6,0.8,1,3,0.091433875,0.11594166,0.011267962,0.32170838,0.91781056,0.59823304,0.46182087,2.0788317,0.5907555,0.2624362,0.19317564,0.8957341,7563,91,0,5d482ea321c9be351f761fd3,2020-04-29T01:26:05.269Z,,0
7571,183,0.2181818181818182,0.21632231404958677,72.6,29.323028492978004,43,121,387.2,151.26056987860386,214,625,3.2,1.16619037896906,1,4,0.18708791,0.12991536,0.0069365646,0.3551442,1.4806236,0.68511844,0.71668184,2.6213167,1.5322883,0.76338243,0.14343953,2.2845283,7571,91,1,5d482ea321c9be351f761fd3,2020-04-29T01:40:46.992Z,0.6666666666666666,3
7587,184,0.17270194986072424,0.18297351094778747,51.285714285714285,16.35948205357445,33,83,266.57142857142856,90.81198338617328,172,450,3.857142857142857,0.9897433186107869,3,6,0.5512444,0.2612907,0.2024278,0.9883405,1.546127,1.0017296,0.29469845,3.4220533,1.7597715,0.50538445,0.98920846,2.568089,7587,92,0,5d482ea421c9be351f7623b9,2020-04-29T17:01:40.776Z,0.7142857142857143,7
7614,185,0.19152276295133439,0.200332502078138,65.0,22.614786566062733,41,105,343.7142857142857,128.56095195410984,226,583,3.4285714285714284,1.498298354528788,2,6,0.35656136,0.21768492,0.14335802,0.73733693,1.1531655,0.891856,0.076992474,2.7124066,1.9188445,0.6477714,1.2362822,3.0030837,7614,92,1,5d482ea521c9be351f7626dd,2020-04-29T17:15:53.258Z,0.7142857142857143,7
7638,186,0.20101522842639594,0.21447562776957163,78.8,28.70121948628664,48,122,406.2,159.7615723508003,235,675,5.8,0.7483314773547882,5,7,0.51881564,0.43390727,0.087529264,1.2853627,2.602043,0.5793136,2.1143982,3.571628,2.6791415,0.91063905,1.3408426,4.180426,7638,93,2,5d482ea521c9be351f762444,2020-04-29T17:45:21.426Z,1.0,5
7667,187,0.18378378378378382,0.18907887479316052,66.6,23.303218661807215,44,108,362.6,134.68867806909384,249,608,5.8,1.469693845669907,4,8,1.1174362,0.33272368,0.7039983,1.4535484,2.2434354,0.44977888,1.6480668,2.8438764,2.4391282,1.23827,0.9143965,4.6097755,7667,93,3,5d482ea521c9be351f762444,2020-04-29T18:00:21.753Z,1.0,5
7696,188,0.2914001421464108,0.29605114022759216,86.14285714285714,45.208812577791484,21,166,450.14285714285717,238.52129498907493,112,867,5.428571428571429,2.4411439272335804,1,9,0.4318234,0.49470168,0.010113695,1.3924657,2.7868876,0.90601385,0.7338403,3.601067,2.2098603,1.3041614,0.25604606,4.5627246,7696,94,1,5d482ea721c9be351f762f65,2020-04-29T17:03:06.775Z,0.6,5
7734,189,0.29777365491651203,0.2699173629183217,88.0,46.88587968979269,21,151,447.0,221.1088936636038,113,715,6.428571428571429,2.9692299558323607,2,10,0.6427348,0.35983664,0.08038493,1.3153613,2.2388897,1.2924083,0.23398197,3.991951,3.546947,1.653466,1.3521417,6.47299,7734,94,2,5d482ea721c9be351f762f65,2020-04-29T17:17:31.846Z,0.6,5
7779,190,0.2619047619047619,0.27550181946237823,68.57142857142857,32.605245602760405,29,122,347.7142857142857,174.0834892357394,122,634,4.857142857142857,1.8844151368961315,2,8,0.7965742,0.62424165,0.014407359,1.6730613,1.8827976,0.8410495,1.0070873,3.6301486,2.177771,1.1429112,0.34008765,3.3650951,7779,95,1,5ea9ad9aa68ffa2bcbe11b29,2020-04-29T19:45:19.773Z,0.8571428571428571,7
7813,191,0.2584541062801932,0.2436472346786248,69.0,32.155870381627054,26,124,371.6666666666667,163.46627243019344,143,646,5.166666666666667,2.034425935955617,3,9,0.6475117,0.4012577,0.21304029,1.3647292,1.793033,1.0817242,0.45564938,3.4926353,2.726122,0.94713825,1.7241998,4.5942383,7813,95,3,5ea9a890a68ffa2bcbe1187c,2020-04-29T20:14:58.181Z,0.8333333333333334,6
7844,192,0.2275395033860045,0.2168448054724241,88.6,38.38020323031133,44,158,467.8,193.1034955664967,236,817,4.4,0.7999999999999999,3,5,0.3514164,0.16467123,0.1526397,0.6069609,1.545275,0.55454695,0.58802795,2.2737515,2.5033085,0.41390362,1.889377,2.969392,7844,96,1,5d482ea621c9be351f76286e,2020-05-01T01:44:15.716Z,0.75,4
7866,193,0.19952941176470587,0.19946902654867257,85.0,30.528675044947494,50,133,452.0,162.69357700905098,260,720,3.8,0.9797958971132712,2,5,0.271187,0.2166061,0.044728164,0.55503184,1.3995312,0.5256568,0.80883443,2.144814,2.1292815,0.89884305,0.8972369,3.6361337,7866,96,3,5eab5e9cd5ea945196f999fa,2020-05-01T02:14:14.190Z,1.0,5
7885,194,0.253472817698508,0.26482186094776894,119.0,61.868524192147056,48,259,590.0,309.2252992791594,235,1267,10.285714285714286,5.0061187051243525,5,21,1.6975647,0.6033107,1.089296,2.8877642,3.3663085,2.4139683,1.390482,8.05318,5.221841,2.7819233,2.3301673,10.059056,7885,97,1,5eab6e5ad5ea945196f9b094,2020-05-01T01:36:35.058Z,1.0,5
